"freelancer_id","name","gender","age","country","language","primary_skill","years_of_experience","hourly_rate_usd","rating","is_active","client_satisfaction"
"FL250858","Deanna Miles","F","40.0","Mexico","Spanish","Graphic Design","22","40","4.3","N","0.95"
"FL250859","Beverly Roy","F","20.0","United States","English","Graphic Design","1","40","2.7","N","0.94"
"FL250860","Heather Saunders","F","42.0","Mexico","Spanish","Web Development","9","50","4.2",NULL,"0.96"
"FL250861","Nicholas Guerrero","M","32.0","Canada","English","Blockchain Development","12","40","0","Y","0.63"
"FL250862","Christopher Johnson","M","60.0","Japan","Japanese","AI","9","20","2.2","N","0.60"
"FL250863","Steven Flowers","M","46.0","Egypt","Arabic","Machine Learning","12","50","4.7","Y","0.77"
"FL250864","Marvin Woods III","M","29.0","China","Mandarin","DevOps","0","30","0","N","0.63"
"FL250865","Michelle Cook","F","39.0","Brazil","Portuguese","Mobile Apps","18","20","2.5","Y","0.61"
"FL250866","Logan Zamora","M","55.0","Russia","Russian","Mobile Apps","2","50","3.9","Y","0.88"
"FL250867","Casey Roberts","M","55.0","Turkey","Turkish","Cybersecurity","9","100","1.2","Y","0.69"
"FL250868","Jerry Price","M","40.0","Indonesia","Indonesian","Data Analysis","2","75","4.5","Y",NULL
"FL250869","Kelly Ellis","F","56.0","China","Mandarin","UI/UX Design","35","40","2.7","Y","0.82"
"FL250870","Caleb Guerra","M","57.0","Mexico","Spanish","Mobile Apps","21","75","2","N","0.96"
"FL250871","Samantha Norman","F","56.0","Russia","Russian","DevOps","3","40","1.7","N","0.71"
"FL250872","Sarah Clarke","F","49.0","Germany","German","Mobile Apps","24","75","3","Y","0.77"
"FL250873","Aaron Blair","M","26.0","Spain","Spanish","Blockchain Development","9","75","2.1","Y",NULL
"FL250874","Courtney Burton","F","36.0","South Korea","Korean","UI/UX Design","0","75","1.5",NULL,"0.73"
"FL250875","Gerald Taylor","M","20.0","Russia","Russian","Web Development","2","30","1.7","Y","0.60"
"FL250877","Mrs. Lisa Beard DVM","F","30.0","India","Hindi","Mobile Apps","6","75","0","N","0.80"
"FL250878","Larry Wallace","M","51.0","Australia","English","Graphic Design","21","20","2.6","Y",NULL
"FL250879","Jeremiah Thompson","M","46.0","United States","English","UI/UX Design","24","40","3.3","Y","0.87"
"FL250880","Mrs. Jessica Williams DVM","F","25.0","South Korea","Korean","AI","6","20","2.1","N",NULL
"FL250881","Martin Moreno","M","53.0","Netherlands","Dutch","Web Development","32","50","2.6","Y",NULL
"FL250882","Yolanda Proctor","F","50.0","Egypt","Arabic","Mobile Apps","31","100","2.9","Y","0.89"
"FL250883","Allen Turner","M","45.0","South Korea","Korean","AI","9","20","3.3","Y","0.93"
"FL250884","Beth Huff","F","48.0","Canada","English","Cybersecurity","24","100","4.8","Y","0.84"
"FL250885","John Mckinney","M","30.0","Indonesia","Indonesian","DevOps","9","100","4.5",NULL,"0.78"
"FL250886","Sarah Ho","F","33.0","Netherlands","Dutch","UI/UX Design","6","50","3.1","N","0.90"
"FL250887","Lindsey Wang","F","50.0","United Kingdom","English","DevOps","11","40","4.9","Y","0.88"
"FL250888","Margaret Schwartz","F","24.0","Indonesia","Indonesian","Data Analysis","9","20","0","N","0.76"
"FL250889","Kyle Ray","M","38.0","Italy","Italian","Web Development","14","75","1.5","N","0.62"
"FL250890","Isaac Hebert","M","56.0","Japan","Japanese","DevOps","2","75","2.4","N",NULL
"FL250891","Michele Jones","F","41.0","Russia","Russian","DevOps","2","100","4.5","N","0.75"
"FL250892","Austin Allen","M","41.0","Italy","Italian","UI/UX Design","11","100","2.5","Y","0.80"
"FL250893","Haley Castro","F","42.0","Germany","German","Graphic Design","13","30","3.3",NULL,"0.63"
"FL250894","David Armstrong","M","26.0","India","Hindi","Blockchain Development","7","75","3",NULL,"0.84"
"FL250895","Wendy Mitchell","F","44.0","Canada","English","Cybersecurity","25","75","2.7","Y","0.78"
"FL250896","Anthony Hernandez","M","46.0","Canada","English","Graphic Design","20","20","1.2","N","0.74"
"FL250897","Erica Johnson","F","36.0","United States","English","UI/UX Design","8","50","4.3","N","0.90"
"FL250898","Randall Barrett","M","26.0","Netherlands","Dutch","AI","6","40","1.3","N",NULL
"FL250899","Nathan Huff","M","21.0","Germany","German","UI/UX Design","3","50","4.6","Y",NULL
"FL250900","Robin Walsh","F","39.0","Indonesia","Indonesian","UI/UX Design","18","50","2.1","N","0.75"
"FL250901","Yvonne Robinson","F","37.0","United States","English","Blockchain Development","18","40","4.5","N","0.72"
"FL250902","Kathleen Hendrix","F","47.0","Russia","Russian","UI/UX Design","3","40","4.4","Y","0.92"
"FL250903","Jennifer Baker","F","53.0","Russia","Russian","Graphic Design","32","20","0","N",NULL
"FL250904","Kim Martinez","F","53.0","Argentina","Spanish","Mobile Apps","19","20","1.3","N",NULL
"FL250905","Andrew Little","M","21.0","India","Hindi","Data Analysis","2","50","2.6","N","0.86"
"FL250906","Kelly Shelton","F","35.0","United Kingdom","English","Blockchain Development","0","40","2.6","Y","0.85"
"FL250907","Steven Duncan","M","31.0","Argentina","Spanish","Machine Learning","13","40","1.2","N","0.62"
"FL250908","Kristen Haney","F","55.0","South Korea","Korean","AI","2","30","3.1","Y","0.91"
"FL250909","Kathy Reese","F","59.0","Turkey","Turkish","Web Development","11","75","2.3","Y","0.80"
"FL250910","Steven Murphy","M","59.0","France","French","Cybersecurity","17","100","4","N","0.72"
"FL250911","William Hartman","M","47.0","India","Hindi","Blockchain Development","10","75","1.9",NULL,NULL
"FL250912","Sonya Haley","F","53.0","South Africa","Afrikaans","Machine Learning","26","75","2.4","Y",NULL
"FL250913","Robert Evans","M","49.0","South Africa","Afrikaans","Data Analysis","9","30","2.6","Y","0.74"
"FL250914","Patricia Richardson","F","50.0","South Africa","Afrikaans","Mobile Apps","8","50","3.7","Y","0.82"
"FL250915","Carolyn Lopez","F","59.0","South Korea","Korean","Machine Learning","22","100","1.1","N","0.85"
"FL250937","Anne Hampton","F","43.0","Netherlands","Dutch","AI","3","20","0","Y","0.95"
"FL250916","Kyle Burns","M","33.0","Turkey","Turkish","Data Analysis","8","75","2.3","Y","0.68"
"FL250939","Tony Hester","M","47.0","South Korea","Korean","Mobile Apps","7","30","2.6",NULL,"0.69"
"FL250940","Nathan Davis","M","35.0","Spain","Spanish","Graphic Design","6","40","2.6","Y","0.91"
"FL250941","Erica Jackson","F","37.0","Indonesia","Indonesian","Mobile Apps","9","30","2.7","Y",NULL
"FL250942","Nancy Glover","F","38.0","Brazil","Portuguese","AI","15","40","4",NULL,"0.62"
"FL250943","Richard Sanchez","M","40.0","Canada","English","Data Analysis","20","20","2.5","N","0.81"
"FL250944","Savannah Reid","F","46.0","Brazil","Portuguese","Data Analysis","16","75","0","N","0.94"
"FL250958","Gabrielle Bowman","F","34.0","Turkey","Turkish","UI/UX Design","12","20","1.6","Y","0.64"
"FL250959","Julian Edwards","M","55.0","France","French","UI/UX Design","33","50","0","N","0.92"
"FL250960","Nicholas Scott","M","21.0","Egypt","Arabic","Blockchain Development","1","100","0","Y",NULL
"FL250961","Daniel Green","M","53.0","Netherlands","Dutch","DevOps","27","20","4.7","Y","0.71"
"FL250962","Catherine Johnston","F","21.0","Germany","German","UI/UX Design","1","100","0","Y","0.95"
"FL250963","Brenda Koch","F","36.0","Brazil","Portuguese","Web Development","9","20","4.1","N","0.86"
"FL250964","Mr. Robert Meza","M","40.0","Germany","German","AI","2","30","1.3","Y","0.77"
"FL250965","Latoya Brown","F","59.0","United Kingdom","English","UI/UX Design","40","100","2.6",NULL,NULL
"FL251000","Dawn Green","F","36.0","Mexico","Spanish","UI/UX Design","18","20","1.7","Y","0.72"
"FL250966","David Osborne III","M","45.0","Netherlands","Dutch","Cybersecurity","4","20","2.7",NULL,"0.72"
"FL250967","David Hooper","M","44.0","South Korea","Korean","Machine Learning","9","40","2.6","N","0.70"
"FL250968","Sarah Miller","F","36.0","United Kingdom","English","Cybersecurity","13","30","3.6","N","0.86"
"FL250969","Lisa Werner MD","F","26.0","India","Hindi","Graphic Design","1","75","3","Y",NULL
"FL250970","Eric Jimenez","M","49.0","India","Hindi","Web Development","1","40","0","N","0.82"
"FL250971","Jay Bush","M","29.0","France","French","Mobile Apps","3","40","0","Y","0.81"
"FL250972","Johnny Rice","M","32.0","France","French","Graphic Design","1","40","3.1","Y","0.76"
"FL250973","Matthew Strong","M","24.0","Indonesia","Indonesian","Blockchain Development","3","30","3.9","N","0.90"
"FL250974","Mark Chandler","M","35.0","South Korea","Korean","DevOps","14","30","1.6","Y","0.67"
"FL250975","Crystal Brown","F","43.0","Spain","Spanish","Blockchain Development","2","40","1.8","N","0.61"
"FL250976","Timothy Barton","M","53.0","South Korea","Korean","Machine Learning","27","100","3.7","N","0.73"
"FL250977","Lisa Hickman","F","38.0","Russia","Russian","DevOps","7","75","2.6","N",NULL
"FL250978","Alan Mendoza","M","57.0","United Kingdom","English","Cybersecurity","29","75","4.1","N","0.90"
"FL250979","Jason Sanders","M","27.0","China","Mandarin","Blockchain Development","5","75","1.4","Y","0.64"
"FL250980","Charles Dean","M","43.0","Argentina","Spanish","Web Development","2","100","1.1","Y","0.63"
"FL250981","Blake Newton","M","48.0","Canada","English","Data Analysis","18","40","3.9",NULL,NULL
"FL250982","David Gonzalez","M","26.0","Brazil","Portuguese","Cybersecurity","8","20","3.6","N","0.67"
"FL250983","Cindy Williams","F","41.0","South Africa","Afrikaans","Graphic Design","0","40","0","N","0.97"
"FL250984","Laura Wong DDS","F","50.0","Italy","Italian","Data Analysis","16","75","4.5","N","0.69"
"FL250985","Robert Moran","M","48.0","South Africa","Afrikaans","Web Development","8","50","2.6","Y","0.73"
"FL250986","Bradley Wu","M","60.0","Spain","Spanish","Blockchain Development","39","20","1.4","Y","0.86"
"FL250987","Daniel Thomas","M","26.0","Egypt","Arabic","Machine Learning","9","50","0","Y","0.81"
"FL250988","Michelle Peterson","F","35.0","South Korea","Korean","Graphic Design","16","100","4.3","Y","0.74"
"FL250989","Seth Thomas","M","23.0","United States","English","Blockchain Development","4","100","2.2","Y","0.64"
"FL250990","Evan Ramos","M","37.0","Australia","English","Graphic Design","4","75","3.2","N","0.76"
"FL250991","Michelle Solis","F","21.0","Argentina","Spanish","AI","2","100","3.7","Y","0.73"
"FL250992","Charlotte Taylor","F","58.0","Germany","German","UI/UX Design","37","50","4.9","N","0.69"
"FL250993","Sandra Preston","F","52.0","Indonesia","Indonesian","Mobile Apps","32","75","3.2","N","0.79"
"FL250994","Jim Weiss","M","46.0","Russia","Russian","Mobile Apps","8","20","2.2",NULL,"0.89"
"FL250995","Jennifer Hinton","F","34.0","South Africa","Afrikaans","DevOps","8","30","3.9","Y","0.95"
"FL250996","Albert Wilcox","M","56.0","Turkey","Turkish","DevOps","13","100","0","N","0.68"
"FL250997","Cheryl Norris","F","26.0","Germany","German","Blockchain Development","6","40","2.8","N","0.82"
"FL250998","Kathy Watkins","F","37.0","Japan","Japanese","Data Analysis","15","75","2.6","N","0.94"
"FL250999","John Obrien","M","46.0","Russia","Russian","Machine Learning","22","100","2.8","Y","0.97"
"FL250387","Paul Brown","M","21.0","Netherlands","Dutch","DevOps","0","40","4.1","Y","0.97"
"FL250425","Regina Daniel","F","24.0","India","Hindi","AI","3","20","0","Y",NULL
"FL250003","Juan Nelson","M","53.0","Germany","German","Graphic Design","31","50","0","N","0.71"
"FL250004","Amanda Spencer","F","38.0","Australia","English","Web Development","4","40","1.5","N","0.90"
"FL250005","Lynn Curtis DDS","F","53.0","Germany","German","Web Development","27","30","4.8","N","0.83"
"FL250006","Lisa Johnson","F","59.0","Netherlands","Dutch","AI","14","30","2.4","N",NULL
"FL250007","Eric Myers","M","52.0","Indonesia","Indonesian","Data Analysis","10","75","3.1","N","0.94"
"FL250008","Ricky Graham","M","43.0","Italy","Italian","Blockchain Development","14","40","4.6","N","0.94"
"FL250009","Sean Martin","M","26.0","United States","English","Blockchain Development","4","40","4","Y","0.76"
"FL250011","Gavin Randall","M","40.0","United Kingdom","English","Data Analysis","17","40","3.6","Y","0.77"
"FL250012","Michelle Curtis","F","55.0","Argentina","Spanish","UI/UX Design","15","40","2.6","Y","0.86"
"FL250013","Alice Schneider","F","57.0","United Kingdom","English","Cybersecurity","18","40","2","N","0.86"
"FL250014","Phillip Shelton","M","38.0","Argentina","Spanish","Graphic Design","20","75","2.9","Y","0.93"
"FL250015","Edward Ferguson","M","50.0","Germany","German","Data Analysis","22","75","3.7","Y","0.70"
"FL250016","Wyatt Stout","M","42.0","Japan","Japanese","Data Analysis","0","30","1.2","N","0.69"
"FL250017","Laura Johnson","F","39.0","Australia","English","DevOps","13","30","2.5","N","0.60"
"FL250018","Scott Burns","M","56.0","India","Hindi","Blockchain Development","9","40","2.6",NULL,"0.87"
"FL250022","Samuel Sanford","M","51.0","Japan","Japanese","DevOps","9","40","2.4","N","0.69"
"FL250023","Cesar Greene","M","51.0","Brazil","Portuguese","Cybersecurity","21","30","4.7","N",NULL
"FL250024","Melanie Carter","F","51.0","South Korea","Korean","Machine Learning","15","50","1.3","Y","1.00"
"FL250025","Jennifer Martin","F","54.0","Indonesia","Indonesian","Machine Learning","13","75","2.9",NULL,"0.92"
"FL250026","Anna Mccann","F","22.0","South Korea","Korean","DevOps","0","30","1.2","Y","0.70"
"FL250027","Marissa Bass","F","34.0","Japan","Japanese","Blockchain Development","8","20","0","Y","0.89"
"FL250028","Alexis Day","F","36.0","Russia","Russian","Graphic Design","11","40","1.8","Y","0.86"
"FL250030","Lori Smith","F","41.0","Netherlands","Dutch","Data Analysis","14","75","1.2","N",NULL
"FL250031","Eric Carpenter","M","22.0","Netherlands","Dutch","DevOps","4","40","1","Y",NULL
"FL250032","Timothy Daniels","M","38.0","France","French","Machine Learning","19","100","4.2","N","0.68"
"FL250045","Michelle Ramirez","F","51.0","Netherlands","Dutch","Machine Learning","23","20","2.5","N","0.80"
"FL250046","James Brown","M","41.0","South Africa","Afrikaans","Web Development","9","75","4.9","Y","0.74"
"FL250047","Mrs. Samantha Simmons","F","47.0","Egypt","Arabic","DevOps","15","30","4.5","Y","0.85"
"FL250048","Chase Mason","M","25.0","China","Mandarin","Graphic Design","4","50","2.7","N","0.77"
"FL250049","Dominique Ward","F","25.0","Mexico","Spanish","Mobile Apps","7","20","1.9","N",NULL
"FL250050","Lance Griffin","M","29.0","Netherlands","Dutch","UI/UX Design","1","20","1.4","Y","0.63"
"FL250051","Julie Burgess","F","23.0","Argentina","Spanish","Cybersecurity","0","75","1.9","Y","0.79"
"FL250052","Don Scott","M","31.0","France","French","Data Analysis","8","50","3.4","N",NULL
"FL250053","Kyle Atkinson","M","51.0","Germany","German","Machine Learning","33","75","3.3",NULL,"0.68"
"FL250054","Jimmy Hogan","M","41.0","Spain","Spanish","UI/UX Design","1","30","0","N","0.68"
"FL250055","Jennifer Mcintyre","F","29.0","Turkey","Turkish","Cybersecurity","11","100","2.3","Y","0.72"
"FL250056","Larry Simpson","M","50.0","United Kingdom","English","AI","15","40","2","Y","0.65"
"FL250057","Laura Price","F","26.0","United Kingdom","English","DevOps","8","50","1.3","N","0.76"
"FL250058","Mark Wright","M","38.0","Canada","English","AI","17","40","4","Y","0.90"
"FL250059","Samantha Mcdaniel","F","23.0","India","Hindi","Mobile Apps","9","75","3.6","Y","0.65"
"FL250060","Barbara Foster","F","51.0","South Africa","Afrikaans","DevOps","28","40","3.9","N","0.63"
"FL250061","Courtney Tran","F","51.0","Indonesia","Indonesian","AI","33","75","0","Y",NULL
"FL250062","Eddie Todd","M","47.0","Germany","German","AI","18","75","0","N",NULL
"FL250063","Christine Johnson","F","34.0","Russia","Russian","UI/UX Design","16","20","2.3","Y","0.93"
"FL250064","Leah Phelps","F","58.0","Indonesia","Indonesian","Data Analysis","35","50","4.7","N","0.70"
"FL250065","Rebekah Williams","F","50.0","Russia","Russian","AI","14","40","3.5","Y","0.83"
"FL250066","Crystal Wilson","F","34.0","Spain","Spanish","Web Development","12","40","2.4","Y","0.64"
"FL250067","Ashley Cordova","F","45.0","Brazil","Portuguese","AI","11","75","4","N","1.00"
"FL250068","Vicki Kelly","F","55.0","Brazil","Portuguese","Web Development","0","40","0","Y",NULL
"FL250069","Corey Warren","M","41.0","Argentina","Spanish","UI/UX Design","6","100","1.5","N",NULL
"FL250071","Yvonne Berg","F","33.0","South Africa","Afrikaans","Mobile Apps","11","40","2.6","Y","0.84"
"FL250072","Thomas Miller","M","60.0","Italy","Italian","DevOps","13","50","1","N",NULL
"FL250070","Gina Thompson","F","60.0","China","Mandarin","UI/UX Design","38","20","2","N","0.71"
"FL250073","Nicholas Burton","M","40.0","United States","English","Web Development","9","100","4.5","Y","0.69"
"FL250074","Jorge Riley","M","59.0","Australia","English","Blockchain Development","4","40","1.9","N","0.88"
"FL250075","Melvin Harris","M","36.0","Italy","Italian","Machine Learning","14","100","3.7","N",NULL
"FL250076","Jeremy Meyer","M","32.0","India","Hindi","Data Analysis","9","30","1.9","Y","0.96"
"FL250077","Timothy Lee","M","59.0","Australia","English","AI","9","75","4","Y","0.96"
"FL250078","Diana Bautista","F","54.0","Spain","Spanish","DevOps","32","40","1.8","N",NULL
"FL250079","Leslie Rodriguez","F","37.0","Canada","English","Graphic Design","9","40","0","Y","0.89"
"FL250223","Michelle Hill","F","21.0","Canada","English","AI","0","40","1.1","N","0.79"
"FL250407","Dustin Douglas","M","21.0","France","French","AI","2","30","3.8","Y","0.98"
"FL250431","Christopher Mcclain","M","44.0","South Africa","Afrikaans","Web Development","9","40","1.4","N","0.93"
